,topic,in_dgr,out_dgr,generality
1891,Hurricane_Camille,9,22,0.4090909090909091
1892,Mikhail_Gorbachev,37,48,0.7708333333333334
1893,Carl_Lewis,3,18,0.16666666666666666
1894,Recorder,7,23,0.30434782608695654
1895,Cambrian,20,26,0.7692307692307693
1896,Vegetation,20,5,4.0
1897,Harlem_Globetrotters,3,9,0.3333333333333333
1898,55_Cancri_d,4,15,0.26666666666666666
1899,Wasp,11,12,0.9166666666666666
1900,WTA_Tour_Championships,1,11,0.09090909090909091
1901,StarCraft,0,7,0.0
1902,Geology_of_Dorset,0,24,0.0
1903,"Yarralumla,_Australian_Capital_Territory",1,40,0.025
1904,Herring_Gull,3,12,0.25
1905,Dilophosaurus,2,12,0.16666666666666666
1906,Pan_Am_Flight_103,6,35,0.17142857142857143
1907,List_of_countries_by_system_of_government,246,207,1.1884057971014492
1908,Time,45,42,1.0714285714285714
1909,The_Blitz,12,30,0.4
1910,Treaty_of_Devol,0,13,0.0
1911,Labor_Day_Hurricane_of_1935,9,20,0.45
1912,Pyotr_Ilyich_Tchaikovsky,17,21,0.8095238095238095
1913,Idolatry,12,10,1.2
1914,Battle_of_Midway,9,18,0.5
1915,Economic_inequality,4,22,0.18181818181818182
1916,Gadolinium,10,23,0.43478260869565216
1917,Dead_Sea_scrolls,3,14,0.21428571428571427
1918,Erie_Canal,10,16,0.625
1919,Nostradamus,2,25,0.08
1920,Simón_Bolívar,14,23,0.6086956521739131
1921,Franklin_D._Roosevelt,60,72,0.8333333333333334
1922,Phoenix_(spacecraft),4,10,0.4
1923,"Bath,_Somerset",4,63,0.06349206349206349
1924,Oil_refinery,19,18,1.0555555555555556
1925,Richard_O'Connor,1,35,0.02857142857142857
1926,Brisbane,21,18,1.1666666666666667
1927,"Scotch_College,_Perth",0,23,0.0
1928,Guinea,66,28,2.357142857142857
1929,Cassini-Huygens,14,18,0.7777777777777778
1930,Senufo_languages,10,4,2.5
1931,Metal,108,43,2.511627906976744
1932,Boron,27,42,0.6428571428571429
1933,The_Godfather,7,22,0.3181818181818182
1934,Georg_Forster,0,42,0.0
1935,Ireland_King_of_Arms,0,7,0.0
1936,Columbia_River,16,22,0.7272727272727273
1937,Himalayas,54,44,1.2272727272727273
1938,Parliament_of_the_United_Kingdom,63,51,1.2352941176470589
1939,Whitethroat,0,11,0.0
1940,Treecreeper,2,11,0.18181818181818182
1941,Hatshepsut,4,9,0.4444444444444444
1942,David_Cameron,7,58,0.1206896551724138
1943,Nobiin_language,3,13,0.23076923076923078
1944,Parasaurolophus,1,12,0.08333333333333333
1945,Stone_Age,23,40,0.575
1946,Buddhist_art,5,41,0.12195121951219512
1947,Planet,76,45,1.6888888888888889
1948,Oxyrhynchus,2,18,0.1111111111111111
1949,Saurischia,38,15,2.533333333333333
1950,Skåneland,3,6,0.5
1951,Ununtrium,7,14,0.5
1952,Krill,18,23,0.782608695652174
1953,Rugby_World_Cup,11,19,0.5789473684210527
1954,Ramayana,23,20,1.15
1955,Wikimedia_Foundation,8,11,0.7272727272727273
1956,Continent,63,56,1.125
1957,Timur,19,43,0.4418604651162791
1958,Voltaire,41,27,1.5185185185185186
1959,Johnny_Appleseed,1,11,0.09090909090909091
1960,Climate,138,8,17.25
1961,CS_gas,2,31,0.06451612903225806
1962,Bog,18,29,0.6206896551724138
1963,Walter_Raleigh,10,22,0.45454545454545453
1964,Music_of_the_Bahamas,4,24,0.16666666666666666
1965,Karl_Popper,22,28,0.7857142857142857
1966,John_Millington_Synge,6,20,0.3
1967,X_Window_System,13,7,1.8571428571428572
1968,Separation_of_powers_under_the_United_States_Constitution,1,25,0.04
1969,Murray_River,8,14,0.5714285714285714
1970,Baker_Island,5,9,0.5555555555555556
1971,River,91,98,0.9285714285714286
1972,Gypsum,23,17,1.3529411764705883
1973,Capacitance,15,13,1.1538461538461537
1974,Wader,11,12,0.9166666666666666
1975,Vernon_Kell,0,7,0.0
1976,Franklin_B._Gowen,0,6,0.0
1977,Tyrannosaurus,25,47,0.5319148936170213
1978,Puffin,4,6,0.6666666666666666
1979,Health,18,13,1.3846153846153846
1980,Global_city,20,148,0.13513513513513514
1981,Phosphorus_tribromide,5,7,0.7142857142857143
1982,Coriander,13,36,0.3611111111111111
1983,U.S._Open_(tennis),17,10,1.7
1984,Industrial_Revolution,87,60,1.45
1985,Sleep,9,11,0.8181818181818182
1986,Music_of_Italy,1,30,0.03333333333333333
1987,Benjamin_Harrison,14,20,0.7
1988,Battle_of_Marathon,9,15,0.6
1989,Albertosaurus,0,21,0.0
1990,Llandudno,1,18,0.05555555555555555
1991,Perl,12,7,1.7142857142857142
1992,Carolus_Linnaeus,218,23,9.478260869565217
1993,Pneumonia,51,26,1.9615384615384615
1994,Cleopatra_VII,17,18,0.9444444444444444
1995,Arcadia_(play),2,10,0.2
1996,Severn_crossing,1,4,0.25
1997,Canterbury_Cathedral,13,15,0.8666666666666667
1998,2005_Kashmir_earthquake,5,12,0.4166666666666667
1999,Lion,60,41,1.4634146341463414
2000,Acceleration,20,7,2.857142857142857
2001,Stegosaurus,9,30,0.3
2002,Max_Weber,21,48,0.4375
2003,Fire,37,49,0.7551020408163265
2004,Vicia_faba,2,19,0.10526315789473684
2005,Fyodor_Dostoevsky,18,26,0.6923076923076923
2006,Library_of_Congress,21,17,1.2352941176470589
2007,Jiaogulan,1,6,0.16666666666666666
2008,Pikachu,2,13,0.15384615384615385
2009,Canadian_English,5,9,0.5555555555555556
2010,Brabantian,5,9,0.5555555555555556
2011,Helmeted_Guineafowl,2,17,0.11764705882352941
2012,James_Callaghan,10,32,0.3125
2013,Permian,26,30,0.8666666666666667
2014,Montevideo,9,20,0.45
2015,Maglev_train,6,18,0.3333333333333333
2016,George_III_of_the_United_Kingdom,39,53,0.7358490566037735
2017,Palio_di_Siena,0,5,0.0
2018,Rwanda,67,124,0.5403225806451613
2019,Neil_Armstrong,16,34,0.47058823529411764
2020,Aardvark,3,20,0.15
2021,Cyberpunk,4,18,0.2222222222222222
2022,Paul_Kane,2,28,0.07142857142857142
2023,Southern_Africa,35,57,0.6140350877192983
2024,Jehovah,2,2,1.0
2025,Typhoon_Ewiniar_(2006),0,12,0.0
2026,Jurassic,47,30,1.5666666666666667
2027,Gardening,9,18,0.5
2028,Alzheimer's_disease,13,9,1.4444444444444444
2029,Durian,1,33,0.030303030303030304
2030,Sandringham_House,6,5,1.2
2031,Jupiter,59,52,1.1346153846153846
2032,Krag-Jørgensen,1,7,0.14285714285714285
2033,Australian_English,9,18,0.5
2034,El_Salvador,39,38,1.0263157894736843
2035,Earless_seal,0,4,0.0
2036,Anglo-Saxon_literature,3,35,0.08571428571428572
2037,American_football,66,15,4.4
2038,Heron,10,7,1.4285714285714286
2039,Ramsgate,7,30,0.23333333333333334
2040,Scheme_programming_language,3,1,3.0
2041,Honduras,48,44,1.0909090909090908
2042,Elizabeth_I_of_England,63,54,1.1666666666666667
2043,Big_Bang,31,46,0.6739130434782609
2044,Soil_science,5,14,0.35714285714285715
2045,Woodpecker,15,11,1.3636363636363635
2046,Johannes_Ockeghem,2,5,0.4
2047,Salt,76,29,2.6206896551724137
2048,Quantum_computer,6,13,0.46153846153846156
2049,Battle_of_Smolensk_(1943),2,13,0.15384615384615385
2050,Order_of_St._Patrick,1,22,0.045454545454545456
2051,Neoclassicism,27,39,0.6923076923076923
2052,Logistics,10,8,1.25
2053,Kiribati,20,24,0.8333333333333334
2054,Raising_the_Flag_on_Iwo_Jima,0,14,0.0
2055,Carbon,103,72,1.4305555555555556
2056,Franks,48,26,1.8461538461538463
2057,Armenia,99,186,0.532258064516129
2058,Picts,20,24,0.8333333333333334
2059,Rugby_football,19,8,2.375
2060,Pennine_Way,2,9,0.2222222222222222
2061,Damon_Hill,5,12,0.4166666666666667
2062,Atlantic_herring,0,19,0.0
2063,Harare,6,17,0.35294117647058826
2064,Manorialism,6,11,0.5454545454545454
2065,Thrush_(bird),9,5,1.8
2066,York,35,16,2.1875
2067,Meteorology,38,22,1.7272727272727273
2068,John_of_England,23,29,0.7931034482758621
2069,Board_game,21,17,1.2352941176470589
2070,The_West_Wing_(TV_series),7,54,0.12962962962962962
2071,Bouvet_Island,2,13,0.15384615384615385
2072,Oswald_of_Northumbria,4,14,0.2857142857142857
2073,British_Isles,72,79,0.9113924050632911
2074,Niue,17,15,1.1333333333333333
2075,Velociraptor,7,33,0.21212121212121213
2076,Biofuel,14,27,0.5185185185185185
2077,Oslo,22,25,0.88
2078,Red_rain_in_Kerala,1,31,0.03225806451612903
2079,Flute,25,23,1.0869565217391304
2080,Wheat,59,31,1.903225806451613
2081,Basilica_of_San_Francesco_d'Assisi,1,5,0.2
2082,Isle_of_Man,49,48,1.0208333333333333
2083,Liverpool_and_Manchester_Railway,8,10,0.8
2084,Ebony,8,19,0.42105263157894735
2085,Elementary_algebra,2,5,0.4
2086,List_of_world's_largest_lakes,0,20,0.0
2087,Rubik's_Cube,3,16,0.1875
2088,William_II_of_England,10,14,0.7142857142857143
2089,Space_suit,1,10,0.1
2090,Rose-ringed_Parakeet,1,27,0.037037037037037035
2091,Hollandic,8,7,1.1428571428571428
2092,The_King's_Regiment_(Liverpool),0,44,0.0
2093,Ragtime,9,5,1.8
2094,Flag_of_South_Africa,3,13,0.23076923076923078
2095,Tone_cluster,0,3,0.0
2096,Republic_of_China,76,58,1.3103448275862069
2097,Japanese_grammar,0,3,0.0
2098,Flat_Earth,2,33,0.06060606060606061
2099,Mancala,2,18,0.1111111111111111
2100,Latin_America,107,94,1.1382978723404256
2101,"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",15,15,1.0
2102,Desmond_Tutu,10,29,0.3448275862068966
2103,Ape,12,20,0.6
2104,Helsinki,20,48,0.4166666666666667
2105,Programming_language,16,12,1.3333333333333333
2106,Playing_card,6,26,0.23076923076923078
2107,Rhode_Island,33,10,3.3
2108,Lake_District,7,31,0.22580645161290322
2109,Attalus_I,2,12,0.16666666666666666
2110,Taiwan,93,34,2.735294117647059
2111,Henry_Morrison_Flagler,2,17,0.11764705882352941
2112,Salford,5,11,0.45454545454545453
2113,Venus_and_Adonis_(opera),3,9,0.3333333333333333
2114,Tagoi_language,0,3,0.0
2115,Parliament_of_Malaysia,5,13,0.38461538461538464
2116,Poison_gas_in_World_War_I,2,36,0.05555555555555555
2117,Eilmer_of_Malmesbury,2,4,0.5
2118,Washington_streetcars,0,7,0.0
2119,John_Marshall,5,19,0.2631578947368421
2120,Second_Congo_War,13,53,0.24528301886792453
2121,Communism,175,59,2.9661016949152543
2122,History_of_painting,1,92,0.010869565217391304
2123,Constantine_I,11,31,0.3548387096774194
2124,Howards_End,2,7,0.2857142857142857
2125,European_Kingfisher,0,11,0.0
2126,Children's_rights_movement,4,11,0.36363636363636365
2127,Danube,43,37,1.162162162162162
2128,Cormorant,9,22,0.4090909090909091
2129,Lothal,4,29,0.13793103448275862
2130,Frank_Lloyd_Wright,9,13,0.6923076923076923
2131,Chartism,1,18,0.05555555555555555
2132,Ordinal_number,5,4,1.25
2133,Waste_management,11,30,0.36666666666666664
2134,Francisco_Goya,7,12,0.5833333333333334
2135,Sequence_alignment,4,11,0.36363636363636365
2136,Wake_Island,11,25,0.44
2137,Bangkok,20,29,0.6896551724137931
2138,Gerald_Durrell,6,45,0.13333333333333333
2139,Naked_Mole_Rat,0,15,0.0
2140,Sheikh_Mujibur_Rahman,2,20,0.1
2141,Jane_Austen,17,23,0.7391304347826086
2142,Alexander_the_Great,78,56,1.3928571428571428
2143,Glasgow,61,55,1.1090909090909091
2144,Punctuated_equilibrium,5,7,0.7142857142857143
2145,Galaxy,34,24,1.4166666666666667
2146,History_of_Greece,9,78,0.11538461538461539
2147,Tropical_Storm_Delta_(2005),1,8,0.125
2148,Auto_racing,13,15,0.8666666666666667
2149,Libertarianism,21,26,0.8076923076923077
2150,Pope_John_Paul_II,50,114,0.43859649122807015
2151,9th_century,72,45,1.6
2152,Okapi,2,18,0.1111111111111111
2153,Collapse_of_the_World_Trade_Center,1,4,0.25
2154,Beijing,89,101,0.8811881188118812
2155,History_of_Central_Asia,1,48,0.020833333333333332
2156,Top_of_the_Pops,6,18,0.3333333333333333
2157,Kosovo,37,46,0.8043478260869565
2158,Harvest,14,5,2.8
2159,Sulfuric_acid,44,44,1.0
2160,Greenland,69,40,1.725
2161,Fertile_Crescent,8,32,0.25
2162,Telescope,61,23,2.652173913043478
2163,Hebrides,15,9,1.6666666666666667
2164,Ship,35,18,1.9444444444444444
2165,Homo_floresiensis,2,23,0.08695652173913043
2166,Newcastle_upon_Tyne,19,60,0.31666666666666665
2167,Political_science,35,25,1.4
2168,William_the_Silent,4,18,0.2222222222222222
2169,Sun_Tzu,4,7,0.5714285714285714
2170,Physical_paradox,1,19,0.05263157894736842
2171,Potassium,71,49,1.4489795918367347
2172,The_Brothers_Karamazov,6,24,0.25
2173,Hero_of_the_Russian_Federation,2,7,0.2857142857142857
2174,Neptunium,11,22,0.5
2175,Sugar,80,53,1.509433962264151
2176,John_McEnroe,8,31,0.25806451612903225
2177,Brush,4,11,0.36363636363636365
2178,Flemish_dialects,3,9,0.3333333333333333
2179,Praia,3,10,0.3
2180,4-4-0,8,10,0.8
2181,Sustainable_forestry,0,3,0.0
2182,Zara_Yaqob,0,6,0.0
2183,Peterborough_Chronicle,4,12,0.3333333333333333
2184,Landscape,13,5,2.6
2185,Harold_Macmillan,17,35,0.4857142857142857
2186,Meningitis,9,15,0.6
2187,Great_comet,3,6,0.5
2188,Margaret_Thatcher,38,72,0.5277777777777778
2189,Shetland,15,22,0.6818181818181818
2190,Prostate_cancer,17,22,0.7727272727272727
2191,Decade_Volcanoes,3,28,0.10714285714285714
2192,Ohm,0,2,0.0
2193,Antarctica,104,64,1.625
2194,São_Paulo,26,79,0.3291139240506329
2195,The_Rite_of_Spring,3,17,0.17647058823529413
2196,United_States_dollar,182,42,4.333333333333333
2197,Civil_society,14,19,0.7368421052631579
2198,Electrical_engineering,15,44,0.3409090909090909
2199,Riyadh,7,7,1.0
2200,Comics,6,25,0.24
2201,Mauthausen-Gusen_concentration_camp,2,9,0.2222222222222222
2202,Bushpig,0,6,0.0
2203,West_Bank,23,29,0.7931034482758621
2204,Open_cluster,8,18,0.4444444444444444
2205,Time_zone,351,39,9.0
2206,Alberto_Santos-Dumont,4,24,0.16666666666666666
2207,Platypus,8,26,0.3076923076923077
2208,Achilles,14,23,0.6086956521739131
2209,Celtic_mythology,9,18,0.5
2210,Phenylketonuria,0,9,0.0
2211,Cai_Lun,2,5,0.4
2212,Sesame_Street,3,28,0.10714285714285714
2213,Cyrus_K._Holliday,1,6,0.16666666666666666
2214,Richard_Francis_Burton,7,40,0.175
2215,Jesus,116,59,1.9661016949152543
2216,Muhammad,41,37,1.1081081081081081
2217,FIFA,23,26,0.8846153846153846
2218,Petroleum,170,76,2.236842105263158
2219,Thrasybulus,2,7,0.2857142857142857
2220,Rhodium,13,34,0.38235294117647056
2221,Beryllium,18,35,0.5142857142857142
2222,Diamond_simulant,3,38,0.07894736842105263
2223,Alfred_Hitchcock,15,23,0.6521739130434783
2224,Algeria,101,54,1.8703703703703705
2225,Potato,43,26,1.6538461538461537
2226,Kidnapped_(novel),0,10,0.0
2227,Lawrencium,6,16,0.375
2228,London_Underground,27,11,2.4545454545454546
2229,Canadian_football,9,5,1.8
2230,Mustard_plant,7,14,0.5
2231,The_Hitchhiker's_Guide_to_the_Galaxy,7,26,0.2692307692307692
2232,Semiconductor,39,18,2.1666666666666665
2233,Photon,45,36,1.25
2234,Yttrium,18,40,0.45
2235,London,587,102,5.754901960784314
2236,Stem_cell,5,7,0.7142857142857143
2237,ECHELON,2,54,0.037037037037037035
2238,Law,86,98,0.8775510204081632
2239,Indonesian_language,16,26,0.6153846153846154
2240,Elephant,44,40,1.1
2241,Climate_change,48,31,1.5483870967741935
2242,Exploration_of_Mars,1,20,0.05
2243,Toluene,5,9,0.5555555555555556
2244,George_H._W._Bush,32,46,0.6956521739130435
2245,Casimir_effect,2,12,0.16666666666666666
2246,Jackal,7,13,0.5384615384615384
2247,Christopher_Columbus,68,41,1.6585365853658536
2248,Map_projection,1,6,0.16666666666666666
2249,Euro,97,50,1.94
2250,Anarchism,46,40,1.15
2251,Dandelion,7,21,0.3333333333333333
2252,Yugoslavia,53,49,1.0816326530612246
2253,Aruba,24,29,0.8275862068965517
2254,Acorn_Computers,1,23,0.043478260869565216
2255,Old_English_language,42,20,2.1
2256,Dolphin,30,27,1.1111111111111112
2257,Fertilizer,43,23,1.8695652173913044
2258,Thomas_Hobbes,30,26,1.1538461538461537
2259,Johannes_Kepler,29,34,0.8529411764705882
2260,Supreme_Court_of_the_United_States,65,26,2.5
2261,Arthur_Upfield,0,9,0.0
2262,BBC,173,40,4.325
2263,Mars,51,60,0.85
2264,Fashion,18,26,0.6923076923076923
2265,Philadelphia,42,47,0.8936170212765957
2266,Malwa_(Madhya_Pradesh),3,29,0.10344827586206896
2267,Scottish_mythology,3,7,0.42857142857142855
2268,Toronto,76,46,1.6521739130434783
2269,Interpol,13,191,0.06806282722513089
2270,Ollanta_Humala,1,17,0.058823529411764705
2271,47_Ursae_Majoris,3,16,0.1875
2272,Kaffir_lime,1,11,0.09090909090909091
2273,Banana,42,60,0.7
2274,Deconstructivism,2,11,0.18181818181818182
2275,Akira_Kurosawa,3,12,0.25
2276,Bosnia_and_Herzegovina,74,58,1.2758620689655173
2277,Lemon,23,31,0.7419354838709677
2278,African_Darter,1,8,0.125
2279,North_Sea_flood_of_1953,3,17,0.17647058823529413
2280,Kestrel,0,17,0.0
2281,Carl_G._Fisher,0,14,0.0
2282,Sumac,14,10,1.4
2283,Giant_Panda,4,44,0.09090909090909091
2284,Jersey,34,33,1.0303030303030303
2285,Ralph_Nader,4,27,0.14814814814814814
2286,Akhenaten,5,12,0.4166666666666667
2287,Menstrual_cycle,4,10,0.4
2288,Orkney,26,35,0.7428571428571429
2289,Geneva,40,30,1.3333333333333333
2290,Emma_Roberts,0,1,0.0
2291,Oviraptor,4,18,0.2222222222222222
2292,Marshall_Islands,28,22,1.2727272727272727
2293,Plum,13,13,1.0
2294,Minnesota,56,62,0.9032258064516129
2295,Atheism,43,46,0.9347826086956522
2296,Fruit,109,41,2.658536585365854
2297,Frankenstein,15,26,0.5769230769230769
2298,Chad,66,151,0.4370860927152318
2299,"El_Hatillo_Municipality,_Miranda",0,32,0.0
2300,Sesame,16,16,1.0
2301,Manifold,7,13,0.5384615384615384
2302,Poor_Law,7,8,0.875
2303,History_of_New_Jersey,1,48,0.020833333333333332
2304,Jupiter_(mythology),10,11,0.9090909090909091
2305,Madrid,67,71,0.9436619718309859
2306,Fair_Isle,3,8,0.375
2307,Saint_Vincent_and_the_Grenadines,30,17,1.7647058823529411
2308,Tropical_Storm_Harvey_(2005),1,5,0.2
2309,Optical_fiber,8,10,0.8
2310,Rocky_Mountains,37,43,0.8604651162790697
2311,Greek_War_of_Independence,11,24,0.4583333333333333
2312,Military_history_of_France,0,90,0.0
2313,Political_economy,24,19,1.263157894736842
2314,Actuary,0,32,0.0
2315,"History_of_Louisville,_Kentucky",0,30,0.0
2316,Stephen_of_England,9,13,0.6923076923076923
2317,Beirut,19,43,0.4418604651162791
2318,Alexander_Hamilton,23,23,1.0
2319,HD_217107,2,8,0.25
2320,Thulium,6,19,0.3157894736842105
2321,La_Grande_Armée,3,37,0.08108108108108109
2322,Clothing,27,32,0.84375
2323,Norwich,15,46,0.32608695652173914
2324,Aleksandr_Pushkin,10,12,0.8333333333333334
2326,David_Hilbert,12,13,0.9230769230769231
2327,Victoria_of_the_United_Kingdom,77,50,1.54
2328,Star_Trek__Deep_Space_Nine,7,14,0.5
2329,Sardar_Vallabhbhai_Patel,5,24,0.20833333333333334
2330,Sorghum,17,31,0.5483870967741935
2331,Muttaburrasaurus,1,14,0.07142857142857142
2332,Gustav_Holst,3,36,0.08333333333333333
2333,John_Bull_(locomotive),1,12,0.08333333333333333
2334,Education,72,39,1.8461538461538463
2335,List_of_Prime_Ministers_of_the_United_Kingdom,2,77,0.025974025974025976
2336,Eritrea,48,99,0.48484848484848486
2337,Arab-Israeli_conflict,14,25,0.56
2338,Lead,97,30,3.2333333333333334
2339,Moorgate,0,13,0.0
2340,Autocracy,17,6,2.8333333333333335
2341,Palau,17,26,0.6538461538461539
2342,Battle_of_Gettysburg,12,8,1.5
2343,Mendelevium,8,15,0.5333333333333333
2344,Stuttgart,24,23,1.0434782608695652
2345,Lead(II)_nitrate,0,18,0.0
2346,Niccolò_Machiavelli,14,10,1.4
2347,Albrecht_Rodenbach,0,2,0.0
2348,Dido_and_Aeneas,5,12,0.4166666666666667
2349,Music_of_the_Lesser_Antilles,3,21,0.14285714285714285
2350,Iron,204,57,3.5789473684210527
2351,Diffuse_interstellar_band,0,8,0.0
2352,Eldfell,2,17,0.11764705882352941
2353,Demand_Note,1,12,0.08333333333333333
2354,Music_of_Thailand,0,15,0.0
2355,Cystic_fibrosis,7,20,0.35
2356,Easter_Island,13,18,0.7222222222222222
2357,Black_Robin,0,9,0.0
2358,Pere_Marquette_1225,0,1,0.0
2359,Upsilon_Andromedae_b,3,14,0.21428571428571427
2360,Turkey_(bird),8,15,0.5333333333333333
2361,Existentialism,16,23,0.6956521739130435
2362,Mining,84,33,2.5454545454545454
2363,Ununoctium,7,14,0.5
2364,Chromatophore,1,14,0.07142857142857142
2365,Engineering,72,20,3.6
2366,North_Sea_oil,6,26,0.23076923076923078
2367,Aberystwyth,4,12,0.3333333333333333
2368,Allosaurus,8,26,0.3076923076923077
2369,Rebecca_Helferich_Clarke,0,16,0.0
2370,Hydrology,15,25,0.6
2371,Islamic_republic,3,9,0.3333333333333333
2372,Tsunami,42,57,0.7368421052631579
2373,Denmark,230,51,4.509803921568627
2374,Diego_Maradona,5,19,0.2631578947368421
2375,Edward_VIII_of_the_United_Kingdom,15,40,0.375
2376,Gentoo_penguin,0,13,0.0
2377,Crime_in_Mexico,0,10,0.0
2378,Boyle_Roche,0,3,0.0
2379,Lake_Chad,8,12,0.6666666666666666
2380,Swedish_allotment_system,0,7,0.0
2381,Zionism,25,74,0.33783783783783783
2382,Albigensian_Crusade,9,6,1.5
2383,Olympic_Games,80,116,0.6896551724137931
2384,Tantalum,10,45,0.2222222222222222
2385,Government,128,28,4.571428571428571
2386,Music_of_Dominica,5,14,0.35714285714285715
2387,Giraffe,18,30,0.6
2388,History_of_the_world,7,147,0.047619047619047616
2389,Drinking_water,23,51,0.45098039215686275
2390,Duran_Duran,7,33,0.21212121212121213
2391,Pompeii,23,13,1.7692307692307692
2392,Dubai,24,45,0.5333333333333333
2393,Tamarind,10,21,0.47619047619047616
2394,Passenger_Pigeon,4,17,0.23529411764705882
2395,Pollution,46,41,1.1219512195121952
2396,Konrad_Lorenz,5,16,0.3125
2397,James_Garfield,5,18,0.2777777777777778
2398,Robert_Peel,18,30,0.6
2399,History_of_the_Grand_Canyon_area,0,46,0.0
2400,Belarus,74,54,1.3703703703703705
2401,Accra,7,13,0.5384615384615384
2402,Arts_and_crafts,2,12,0.16666666666666666
2403,Soil_structure,2,1,2.0
2404,Thomas_Cranmer,12,22,0.5454545454545454
2405,Greenhouse_effect,22,12,1.8333333333333333
2406,Henry_Wood_(conductor),0,12,0.0
2407,Cuckmere_Haven,1,7,0.14285714285714285
2408,Italy,550,85,6.470588235294118
2409,"San_Francisco,_California",42,26,1.6153846153846154
2410,Autism,10,23,0.43478260869565216
2411,Chola_dynasty,9,28,0.32142857142857145
2412,Zimbabwe,86,63,1.3650793650793651
2413,Antigua_and_Barbuda,30,34,0.8823529411764706
2414,History_of_Puerto_Rico,1,45,0.022222222222222223
2415,Superconductivity,15,29,0.5172413793103449
2416,Benjamin_Mountfort,1,22,0.045454545454545456
2417,Great_Britain,180,35,5.142857142857143
2418,Confucianism,36,37,0.972972972972973
2419,Homer,56,23,2.4347826086956523
2420,Kookaburra,3,6,0.5
2421,Vampire_bat,2,13,0.15384615384615385
2422,Monkey,19,16,1.1875
2423,Fractal,7,14,0.5
2424,Aircraft,44,18,2.4444444444444446
2425,Weakest_Link,1,17,0.058823529411764705
2426,Ordovician,15,17,0.8823529411764706
2427,Stephen_Harper,9,16,0.5625
2428,Potassium_iodide,6,13,0.46153846153846156
2429,Ho_Chi_Minh_City,13,18,0.7222222222222222
2430,Henry_Rollins,1,2,0.5
2431,Quartz,35,14,2.5
2432,Emirate,9,7,1.2857142857142858
2433,Johann_Pachelbel,2,23,0.08695652173913043
2434,Lake_Kariba,3,13,0.23076923076923078
2435,Humphry_Davy,22,28,0.7857142857142857
2436,Snaefell_Mountain_Railway,0,3,0.0
2437,Pat_Cash,3,15,0.2
2438,Henry_David_Thoreau,10,22,0.45454545454545453
2439,Tropical_Storm_Isabel_(1985),0,13,0.0
2440,Southern_Pacific_4449,0,7,0.0
2441,Dune,10,28,0.35714285714285715
2442,James_K._Polk,16,25,0.64
2443,House_Martin,2,11,0.18181818181818182
2444,Classic_female_blues,2,1,2.0
2445,Louis_Armstrong,9,29,0.3103448275862069
2446,Retinol,4,16,0.25
2447,Baby_Gender_Mentor,0,7,0.0
2448,Galápagos_Islands,10,42,0.23809523809523808
2449,S._A._Andrée's_Arctic_balloon_expedition_of_1897,0,22,0.0
2450,Tropics,45,18,2.5
2451,Darmstadtium,6,12,0.5
2452,Edward_I_of_England,31,22,1.4090909090909092
2453,Upsilon_Andromedae_c,2,15,0.13333333333333333
2454,Colima_(volcano),2,4,0.5
2455,"San_Jose,_California",15,55,0.2727272727272727
2456,Infrastructure,47,11,4.2727272727272725
2457,Adi_Shankara,0,15,0.0
2458,Phosphoryl_chloride,0,7,0.0
2459,Ununpentium,7,17,0.4117647058823529
2460,The_Lion_King,7,22,0.3181818181818182
2461,Soil_salination,7,5,1.4
2462,Nematode,2,9,0.2222222222222222
2463,Wasabi,13,19,0.6842105263157895
2464,Fossil_fuel,33,10,3.3
2465,English_peasants'_revolt_of_1381,6,10,0.6
2466,Johnston_Atoll,8,7,1.1428571428571428
2467,Asp_(reptile),1,8,0.125
2468,Azerbaijani_people,10,47,0.2127659574468085
2469,Stephen_Hawking,13,35,0.37142857142857144
2470,Whale_shark,6,28,0.21428571428571427
2471,Quark,13,10,1.3
2472,Russian_Revolution_of_1917,46,18,2.5555555555555554
2473,Edmund_Hillary,4,14,0.2857142857142857
2474,Computer,87,36,2.4166666666666665
2475,Plant_cell,0,5,0.0
2476,River_Thames,37,32,1.15625
2477,Mu_Arae,2,16,0.125
2478,History_of_Buddhism,2,58,0.034482758620689655
2479,Hirohito,7,26,0.2692307692307692
2480,Carnivore,39,30,1.3
2481,Guild,22,23,0.9565217391304348
2482,Zinc,68,36,1.8888888888888888
2483,Plasma_(physics),28,21,1.3333333333333333
2484,Tropical_Storm_Matthew_(2004),2,7,0.2857142857142857
2485,Rockall,7,27,0.25925925925925924
2486,Ordination_of_women,3,38,0.07894736842105263
2487,Nobelium,8,17,0.47058823529411764
2488,Rock_Pigeon,8,27,0.2962962962962963
2489,Salvador_Dalí,10,28,0.35714285714285715
2490,Abidjan,8,22,0.36363636363636365
2491,Quatermass_and_the_Pit,1,29,0.034482758620689655
2492,Spring_Heeled_Jack,1,19,0.05263157894736842
2493,African_clawed_frog,3,6,0.5
2494,Iron_Maiden,14,12,1.1666666666666667
2495,Pali_Canon,8,2,4.0
2496,Brunei,47,25,1.88
2497,John_Tyler,9,10,0.9
2498,Indricotherium,2,10,0.2
2499,Zeus,43,29,1.4827586206896552
2500,Soybean,14,48,0.2916666666666667
2501,Michael_Faraday,15,16,0.9375
2502,Markup_language,5,4,1.25
2503,Water_polo,4,11,0.36363636363636365
2504,Therizinosaurus,0,17,0.0
