,article,cat0,cat1,cat2
3955,Robert_Owen,People,Political_People,
3956,Robert_Peel,History,British_History,British_History_17501900
3957,Robert_Schumann,People,Performers_and_composers,
3958,Robert_Stephenson,History,British_History,British_History_17501900
3959,Robinson_Crusoe,Language_and_literature,Novels,
3960,Roche_limit,Science,Physics,Space_Astronomy
3961,Rock_Bunting,Science,Biology,Birds
3962,Rock_Pigeon,Science,Biology,Birds
3963,Rock_of_Gibraltar,Geography,Geography_of_Great_Britain,
3964,Rockall,Geography,Geography_of_Great_Britain,
3965,Rocky_Mountains,Geography,North_American_Geography,
3966,Rococo,Design_and_Technology,Architecture,
3967,Roentgenium,Science,Chemistry,Chemical_elements
3968,Roman_Britain,History,British_History,British_History_1500_and_before_including_Roman_Britain
3969,Roman_Catholic_Church,Religion,Religious_movements_traditions_and_organizations,
3970,Roman_Empire,History,Ancient_History_Classical_History_and_Mythology,
3971,Roman_Empire,History,British_History,British_History_1500_and_before_including_Roman_Britain
3972,Roman_Greece,History,Ancient_History_Classical_History_and_Mythology,
3973,Roman_Vishniac,People,Artists,
3974,Roman_law,History,Ancient_History_Classical_History_and_Mythology,
3975,Roman_law,History,British_History,British_History_1500_and_before_including_Roman_Britain
3976,Roman_mythology,Religion,Myths,
3977,Roman_road,History,British_History,British_History_1500_and_before_including_Roman_Britain
3978,Roman_villa,History,British_History,British_History_1500_and_before_including_Roman_Britain
3979,Romania,Countries,,
3980,Romania,Geography,European_Geography,European_Countries
3981,Romanticism,History,British_History,British_History_17501900
3982,Rome,Geography,European_Geography,
3983,Romeo_and_Juliet,Language_and_literature,Theatre,
3984,Romulus_Augustus,History,Ancient_History_Classical_History_and_Mythology,
3985,Romulus_Augustus,People,Historical_figures,
3986,Ronald_Reagan,People,USA_Presidents,
3987,Rondane_National_Park,Geography,European_Geography,
3988,Rook_(bird),Science,Biology,Birds
3989,Rosa_Parks,People,Historical_figures,
3990,Rose-ringed_Parakeet,Science,Biology,Birds
3991,Rosemary,Science,Biology,Plants
3992,Rosetta_Stone,History,Archaeology,
3993,Rotterdam,Geography,European_Geography,
3994,Rowan_Williams,People,Religious_figures_and_leaders,
3995,Royal_Air_Force,History,Military_History_and_War,
3996,Royal_Dutch_Shell,Business_Studies,Companies,
3997,Royal_Geographical_Society,History,British_History,
3998,Royal_Grammar_School_Worcester,Citizenship,Education,
3999,Royal_Marines,History,Military_History_and_War,
4000,Royal_National_Theatre,Language_and_literature,Theatre,
4001,Royal_Navy,History,Military_History_and_War,
4002,Royal_Parks_of_London,Geography,Geography_of_Great_Britain,
4003,Rubidium,Science,Chemistry,Chemical_elements
4004,Rubik's_Cube,Everyday_life,Games,
4005,Rudolf_Vrba,People,Historical_figures,
4006,Rudyard_Kipling,People,Writers_and_critics,
4007,Rugby_World_Cup,Everyday_life,Sports_events,
4008,Rugby_football,Everyday_life,Sports,
4009,Rule_of_St_Benedict,History,British_History,British_History_1500_and_before_including_Roman_Britain
4010,Rupee,Business_Studies,Currency,
4011,Russia,Countries,,
4012,Russia,Geography,European_Geography,European_Countries
4013,Russian_Revolution_of_1917,History,General_history,
4014,Russian_constitutional_crisis_of_1993,History,Recent_History,
4015,Russian_language,Language_and_literature,Languages,
4016,Ruthenium,Science,Chemistry,Chemical_elements
4017,Rutherford_B._Hayes,People,USA_Presidents,
4018,Rutherfordium,Science,Chemistry,Chemical_elements
4019,Rwanda,Geography,African_Geography,African_Countries
4020,Rwanda,Countries,,
4021,Rwandan_Genocide,History,Recent_History,
4022,São_Paulo,Geography,Central_and_South_American_Geography,
4023,São_Tomé,Geography,African_Geography,
4024,São_Tomé_and_Príncipe,Geography,African_Geography,African_Countries
4025,São_Tomé_and_Príncipe,Countries,,
4026,Søren_Kierkegaard,People,Philosophers,
4027,S-mine,History,Military_History_and_War,
4028,S._A._Andrée's_Arctic_balloon_expedition_of_1897,People,Geographers_and_explorers,
4029,SD26,Design_and_Technology,Railway_transport,
4030,SR-71_Blackbird,Design_and_Technology,Air_and_Sea_transport,
4031,Safflower,Science,Biology,Plants
4032,Saffron,Everyday_life,Food_and_agriculture,
4033,Saffron,Science,Biology,Plants
4034,Sahara,Geography,African_Geography,
4035,Sahara,Geography,Geography_of_the_Middle_East,
4036,Saint-Pierre_and_Miquelon,Geography,North_American_Geography,
4037,Saint_Helena,Geography,African_Geography,African_Countries
4038,Saint_Helena,Countries,,
4039,Saint_Joan_(play),Language_and_literature,Theatre,
4040,Saint_Kitts_and_Nevis,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
4041,Saint_Kitts_and_Nevis,Countries,,
4042,Saint_Lawrence_Seaway,Design_and_Technology,Air_and_Sea_transport,
4043,Saint_Lawrence_Seaway,Geography,North_American_Geography,
4044,Saint_Lucia,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
4045,Saint_Lucia,Countries,,
4046,Saint_Petersburg,Geography,European_Geography,
4047,Saint_Vincent_and_the_Grenadines,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
4048,Saint_Vincent_and_the_Grenadines,Countries,,
4049,Sakurajima,Geography,Geography_of_Asia,
4050,Saladin,People,Historical_figures,
4051,Salford,Geography,Geography_of_Great_Britain,
4052,Salsa_music,Music,Musical_genres_styles_eras_and_events,
4053,Salt,Science,Chemistry,Chemical_compounds
4054,"Salt_Lake_City,_Utah",Geography,North_American_Geography,
4055,Saltasaurus,Science,Biology,Dinosaurs
4056,Salvador_Dalí,People,Artists,
4057,Samantha_Smith,People,Historical_figures,
4058,Samarium,Science,Chemistry,Chemical_elements
4059,Samoa,Countries,,
4060,Samoa,Geography,Geography_of_Oceania_Australasia,
4061,Samuel_Beckett,Language_and_literature,Theatre,
4062,Samuel_Beckett,People,Writers_and_critics,
4063,Samuel_Taylor_Coleridge,Language_and_literature,Poetry_and_Opera,
4064,Samuel_Taylor_Coleridge,People,Writers_and_critics,
4065,San_Diegan,Design_and_Technology,Railway_transport,
4066,San_Diego_Electric_Railway,Design_and_Technology,Railway_transport,
4067,San_Diego_and_Arizona_Railway,Design_and_Technology,Railway_transport,
4068,"San_Francisco,_California",Geography,North_American_Geography,
4069,San_Francisco_garter_snake,Science,Biology,Insects_Reptiles_and_Fish
4070,"San_Jose,_California",Geography,North_American_Geography,
4071,San_Marino,Countries,,
4072,San_Marino,Geography,European_Geography,European_Countries
4073,Sand,Geography,Geology_and_geophysics,
4074,Sand_art_and_play,Everyday_life,Recreation,
4075,Sand_shark,Science,Biology,Insects_Reptiles_and_Fish
4076,Sandringham_House,Design_and_Technology,Architecture,
4077,Sandur,Geography,Geology_and_geophysics,
4078,Sandy_Koufax,People,Sports_and_games_people,
4079,Sanskrit,Language_and_literature,Languages,
4080,Sanssouci,Design_and_Technology,Architecture,
4081,Santa_Claus,Everyday_life,Everyday_life,
4082,Santamaría_(volcano),Geography,Central_and_South_American_Geography,
4083,"Santiago,_Chile",Geography,Central_and_South_American_Geography,
4084,Santorini,Geography,European_Geography,
4085,Sarajevo,Geography,European_Geography,
4086,Sardar_Vallabhbhai_Patel,People,Historical_figures,
4087,Sasha_(DJ),People,Actors_models_and_celebrities,
4088,Sassanid_Empire,History,General_history,
4089,Saturn,Science,Physics,The_Planets
4090,Saturn_V,Science,Physics,Space_transport
4091,Saudi_Arabia,Countries,,
4092,Saudi_Arabia,Geography,Geography_of_the_Middle_East,Middle_Eastern_Countries
4093,Saurischia,Science,Biology,Dinosaurs
4094,Sauropodomorpha,Science,Biology,Dinosaurs
4095,Sauroposeidon,Science,Biology,Dinosaurs
4096,Sauropsid,Science,Biology,Insects_Reptiles_and_Fish
4097,Saxicola,Science,Biology,Birds
4098,Saxophone,Music,Musical_Instruments,
4099,Scandium,Science,Chemistry,Chemical_elements
4100,Scanian_(linguistics),Language_and_literature,Linguistics,
4101,Scattered_disc,Science,Physics,Space_Astronomy
4102,Scelidosaurus,Science,Biology,Dinosaurs
4103,Scent_of_a_Woman,Everyday_life,Films,
4104,Schatzki_ring,Science,Biology,Health_and_medicine
4105,Scheme_programming_language,IT,Computer_Programming,
4106,Schizophrenia,Science,Biology,Health_and_medicine
4107,Schrödinger_equation,Science,Physics,General_Physics
4108,Schuttern_Gospels,Religion,Religious_texts,
4109,Science,Everyday_life,Everyday_life,
4110,Scientific_classification,Science,Biology,Evolution_and_reproduction
4111,Scientific_classification,Science,Biology,General_Biology
4112,Scooby-Doo,Everyday_life,Cartoons,
4113,Scooby-Doo,Everyday_life,Television,
4114,"Scotch_College,_Perth",Citizenship,Education,
4115,Scotland,Geography,Geography_of_Great_Britain,
4116,Scotland_in_the_High_Middle_Ages,History,British_History,British_History_1500_and_before_including_Roman_Britain
4117,Scots_language,Language_and_literature,Languages,
4118,Scott_Special,Design_and_Technology,Railway_transport,
4119,Scottish_Episcopal_Church,Religion,Religious_movements_traditions_and_organizations,
4120,Scottish_Gaelic_language,Language_and_literature,Languages,
4121,Scottish_Highlands,Geography,Geography_of_Great_Britain,
4122,Scottish_mythology,Religion,Myths,
4123,Scouting,Citizenship,Community_organisations,
4124,Scramble_for_Africa,History,British_History,British_History_17501900
4125,Screw,Design_and_Technology,Engineering,
4126,Scrooge_McDuck,Everyday_life,Cartoons,
4127,Sculpture,Art,Art,
4128,Scurvy,Science,Biology,Health_and_medicine
4129,Sea,Geography,General_Geography,
4130,Sea_level_rise,Citizenship,Environment,
4131,Sea_of_Galilee,Geography,General_Geography,
4132,Seaborgium,Science,Chemistry,Chemical_elements
4133,Sean_Connery,People,Actors_models_and_celebrities,
4134,Sears_Catalog_Home,History,Recent_History,
4135,Season,Geography,Climate_and_the_Weather,
4136,Season,Everyday_life,Everyday_life,
4137,"Seattle,_Washington",Geography,North_American_Geography,
4138,Seawater,Geography,Geology_and_geophysics,
4139,Second_Boer_War,History,Pre_1900_Military,
4140,Second_Congo_War,History,Military_History_and_War,
4141,Second_Crusade,History,Military_History_and_War,
4142,Second_Crusade,Religion,Religious_disputes,
4143,Seed,Science,Biology,General_Biology
4144,Seed,Science,Biology,Plants
4145,Seinfeld,Everyday_life,Television,
4146,Selena,People,Performers_and_composers,
4147,Selenium,Science,Chemistry,Chemical_elements
4148,Semiconductor,Science,Physics,Electricity_and_Electronics
4149,Semiconductor_device,Science,Physics,Electricity_and_Electronics
4150,Semiconductor_device,Design_and_Technology,Engineering,
4151,Senate_of_Canada,Citizenship,Politics_and_government,
4152,Senegal,Geography,African_Geography,African_Countries
4153,Senegal,Countries,,
4154,Senufo_languages,Language_and_literature,Languages,
4155,Seoul,Geography,Geography_of_Asia,
4156,Separation_of_powers_under_the_United_States_Constitution,Citizenship,Law,
4157,"September_11,_2001_attacks",History,Recent_History,
4158,Sequence_alignment,Science,Biology,General_Biology
4159,Sequoia,Science,Biology,Plants
4160,Serbia,Countries,,
4161,Serbia,Geography,European_Geography,European_Countries
4162,Serbia_and_Montenegro,Countries,,
4163,Serbia_and_Montenegro,Geography,European_Geography,European_Countries
4164,Serenity_(film),Everyday_life,Films,
4165,Sermon_on_the_Mount,Religion,Religious_texts,
4166,Sesame,Everyday_life,Food_and_agriculture,
4167,Sesame,Science,Biology,Plants
4168,Sesame_Street,Everyday_life,Television,
4169,Set,Mathematics,,
4170,Severn_crossing,Geography,Geography_of_Great_Britain,
4171,Seychelles,Geography,African_Geography,African_Countries
4172,Sgt._Pepper's_Lonely_Hearts_Club_Band,Music,Musical_Recordings_and_compositions,
4173,Shabo_language,Language_and_literature,Languages,
4174,Shackleton_(crater),Science,Physics,Space_Astronomy
4175,Shaka,People,Historical_figures,
4176,Shanghai,Geography,Geography_of_Asia,
4177,Shark,Science,Biology,Insects_Reptiles_and_Fish
4178,Sharon_Tate,People,Actors_models_and_celebrities,
4179,Sheffield,Geography,Geography_of_Great_Britain,
4180,Sheikh_Mujibur_Rahman,People,Historical_figures,
4181,Shelduck,Science,Biology,Birds
4182,Shenzhou_6,Science,Physics,Space_transport
4183,Shenzhou_spacecraft,Science,Physics,Space_transport
4184,Shetland,Geography,Geography_of_Great_Britain,
4185,Shielded_metal_arc_welding,Design_and_Technology,Engineering,
4186,Shigin,Language_and_literature,Literature_types,
4187,Shining_Path,History,Recent_History,
4188,Shinto,Religion,Religious_movements_traditions_and_organizations,
4189,Ship,Design_and_Technology,Air_and_Sea_transport,
4190,Ship,Design_and_Technology,Engineering,
4191,Shoe_polish,Everyday_life,Everyday_life,
4192,Short-beaked_Echidna,Science,Biology,Mammals
4193,Shoshone_National_Forest,Geography,North_American_Geography,
4194,Shrimp_farm,Science,Biology,Insects_Reptiles_and_Fish
4195,Shrine_of_Remembrance,Design_and_Technology,Architecture,
4196,Shroud_of_Turin,Religion,Religious_disputes,
4197,Sichuan_Pepper,Everyday_life,Food_and_agriculture,
4198,Sicilian_Baroque,Design_and_Technology,Architecture,
4199,Sickle-cell_disease,Science,Biology,Health_and_medicine
4200,Siege,History,Military_History_and_War,
4201,Siege_of_Antioch,History,Ancient_History_Classical_History_and_Mythology,
4202,Sierra_Leone,Geography,African_Geography,African_Countries
4203,Sierra_Leone,Countries,,
4204,Sigmund_Freud,People,Human_Scientists,
4205,Sikhism,Religion,Religious_movements_traditions_and_organizations,
4206,Sikkim,Geography,Geography_of_Asia,
4207,Silent_film,Everyday_life,Films,
4208,Silicon,Science,Chemistry,Chemical_elements
4209,Silurian,Geography,Geology_and_geophysics,
4210,Silver,Science,Chemistry,Chemical_elements
4211,Simón_Bolívar,People,Historical_figures,
4212,SimCity,Everyday_life,Computer_and_Video_games,
4213,Simca_Vedette,Design_and_Technology,Road_transport,
4214,Sinclair_Research_Ltd,Business_Studies,Companies,
4215,Singapore,Geography,Geography_of_Asia,Asian_Countries
4216,Singapore,Countries,,
4217,Sino-German_cooperation_(1911-1941),History,Recent_History,
4218,Sino-Roman_relations,History,Ancient_History_Classical_History_and_Mythology,
4219,Sirius,Science,Physics,Space_Astronomy
4220,Sistine_Chapel_ceiling,Art,Art,
4221,Sitting_Bull,People,Historical_figures,
4222,Six-party_talks_concerning_North_Korea's_nuclear_program,History,Recent_History,
4223,Skåneland,History,General_history,
4224,Ska,Music,Musical_genres_styles_eras_and_events,
4225,Skiing,Everyday_life,Sports,
4226,Skylark,Science,Biology,Birds
4227,Slavery,Citizenship,Animal_and_Human_Rights,
4228,Slavic_mythology,Religion,Myths,
4229,Sleep,Everyday_life,Everyday_life,
4230,Slovakia,Countries,,
4231,Slovakia,Geography,European_Geography,European_Countries
4232,Slovenia,Countries,,
4233,Slovenia,Geography,European_Geography,European_Countries
4234,Smallpox,Science,Biology,Health_and_medicine
4235,Smog,Citizenship,Environment,
4236,Snaefell_Mountain_Railway,Design_and_Technology,Railway_transport,
4237,Snake_charming,Everyday_life,Recreation,
4238,Snow,Geography,Climate_and_the_Weather,
4239,Snow_Goose,Science,Biology,Birds
4240,Snowball_Earth,Geography,Climate_and_the_Weather,
4241,Snowdonia,Geography,Geography_of_Great_Britain,
4242,Snowdonia_National_Park,Geography,Geography_of_Great_Britain,
4243,Snowy_Owl,Science,Biology,Birds
4244,Social_anxiety,Science,Biology,Health_and_medicine
4245,Social_capital,Citizenship,Politics_and_government,
4246,Social_contract_(Malaysia),Citizenship,Politics_and_government,
4247,Socialism,Citizenship,Politics_and_government,
4248,Society,Citizenship,Community_organisations,
4249,Society,Citizenship,Politics_and_government,
4250,Society_of_Merchant_Venturers,History,British_History,
4251,Society_of_Merchant_Venturers,History,British_History,British_History_15001750
4252,Sociocultural_evolution,Citizenship,Culture_and_Diversity,
4253,Sociology,Citizenship,Politics_and_government,
4254,Socrates,People,Philosophers,
4255,Soddo_language,Language_and_literature,Languages,
4256,Sodium,Science,Chemistry,Chemical_elements
4257,Sodium_hydroxide,Science,Chemistry,Chemical_compounds
4258,Sodium_sulfate,Science,Chemistry,Chemical_compounds
4259,Soil,Geography,Geology_and_geophysics,
4260,Soil_moisture,Geography,Geology_and_geophysics,
4261,Soil_pH,Geography,Geology_and_geophysics,
4262,Soil_profile,Everyday_life,Food_and_agriculture,
4263,Soil_profile,Geography,Geology_and_geophysics,
4264,Soil_salination,Geography,Geology_and_geophysics,
4265,Soil_science,Geography,Geology_and_geophysics,
4266,Soil_structure,Geography,Geology_and_geophysics,
4267,Soils_retrogression_and_degradation,Geography,Geology_and_geophysics,
4268,Solar_System,Science,Physics,Space_Astronomy
4269,Solar_eclipse,Science,Physics,Space_Astronomy
4270,Solomon_Islands,Countries,,
4271,Solomon_Islands,Geography,Geography_of_Oceania_Australasia,
4272,Somalia,Geography,African_Geography,African_Countries
4273,Somalia,Countries,,
4274,Song_Thrush,Science,Biology,Birds
4275,Sonic_the_Hedgehog_(character),Everyday_life,Computer_and_Video_games,
4276,Sony,Business_Studies,Companies,
4277,Sorghum,Science,Biology,Plants
4278,Sorrel,Science,Biology,Plants
4279,Soukous,Music,Musical_genres_styles_eras_and_events,
4280,Sound,Science,Physics,General_Physics
4281,Soup,Everyday_life,Drink,
4282,South_Africa,Geography,African_Geography,African_Countries
4283,South_Africa,Countries,,
4284,South_America,Geography,Central_and_South_American_Geography,
4285,South_China_Sea,Geography,General_Geography,
4286,South_Georgia_and_the_South_Sandwich_Islands,Geography,Antarctica,
4287,South_Korea,Geography,Geography_of_Asia,Asian_Countries
4288,South_Korea,Countries,,
4289,South_Ossetia,Countries,,
4290,South_Ossetia,Geography,European_Geography,European_Countries
4291,Southampton,Geography,Geography_of_Great_Britain,
4292,Southern_Africa,Geography,African_Geography,
4293,Southern_Ocean,Geography,Antarctica,
4294,Southern_Ocean,Geography,General_Geography,
4295,Southern_Pacific_4449,Design_and_Technology,Railway_transport,
4296,Southern_Rockhopper_Penguin,Science,Biology,Birds
4297,Southern_United_States,Geography,North_American_Geography,
4298,Soviet_Union,History,Recent_History,
4299,Soybean,Everyday_life,Food_and_agriculture,
4300,Space_Invaders,Everyday_life,Computer_and_Video_games,
4301,Space_Race,History,General_history,
4302,Space_Shuttle_Challenger,Science,Physics,Space_transport
4303,Space_Shuttle_Challenger_disaster,Design_and_Technology,Engineering,
4304,Space_Shuttle_Challenger_disaster,Science,Physics,Space_transport
4305,Space_Shuttle_Columbia,Science,Physics,Space_transport
4306,Space_Shuttle_Columbia_disaster,Design_and_Technology,Engineering,
4307,Space_Shuttle_Columbia_disaster,Science,Physics,Space_transport
4308,Space_Shuttle_Endeavour,Science,Physics,Space_transport
4309,Space_Shuttle_program,Science,Physics,Space_transport
4310,Space_exploration,Design_and_Technology,Engineering,
4311,Space_exploration,Science,Physics,Space_transport
4312,Space_station,Science,Physics,Space_transport
4313,Space_suit,Science,Physics,Space_transport
4314,Spacecraft_propulsion,Science,Physics,General_Physics
4315,Spacecraft_propulsion,Science,Physics,Space_transport
4316,Spain,Countries,,
4317,Spain,Geography,European_Geography,European_Countries
4318,Spanish_Armada,History,British_History,British_History_15001750
4319,Spanish_Inquisition,History,General_history,
4320,Spanish_Inquisition,Religion,Religious_disputes,
4321,Spanish_conquest_of_the_Inca_Empire,History,General_history,
4322,Spanish_language,Language_and_literature,Languages,
4323,Sparrow,Science,Biology,Birds
4324,Sparrowhawk,Science,Biology,Birds
4325,Speaker_of_the_British_House_of_Commons,Citizenship,Politics_and_government,
4326,Speaker_of_the_United_States_House_of_Representatives,Citizenship,Politics_and_government,
4327,Special_relativity,Science,Physics,General_Physics
4328,Speech_synthesis,IT,Software,
4329,Speed_of_light,Science,Physics,General_Physics
4330,Sperm_Whale,Science,Biology,Mammals
4331,Sphere,Mathematics,,
4332,Spherical_aberration,Science,Physics,General_Physics
4333,Spider,Science,Biology,Insects_Reptiles_and_Fish
4334,Spinosaurus,Science,Biology,Dinosaurs
4335,Spirit_of_the_American_Doughboy,History,Recent_History,
4336,Spix's_Macaw,Science,Biology,Birds
4337,Split_infinitive,Language_and_literature,Linguistics,
4338,Sport,Everyday_life,Sports,
4339,Spotted_Flycatcher,Science,Biology,Birds
4340,Spring_(season),Geography,Climate_and_the_Weather,
4341,Spring_(season),Everyday_life,Everyday_life,
4342,Spring_Heeled_Jack,Religion,Myths,
4343,Sputnik_1,Science,Physics,Space_transport
4344,Sputnik_2,Science,Physics,Space_transport
4345,Sputnik_program,Science,Physics,Space_transport
4346,Spyware,IT,Websites_and_the_Internet,
4347,Squash_(sport),Everyday_life,Sports,
4348,Sri_Lanka,Geography,Geography_of_Asia,Asian_Countries
4349,Sri_Lanka,Countries,,
4350,Sri_Lankan_Civil_War,Citizenship,Conflict_and_Peace,
4351,St_Buryan,Geography,Geography_of_Great_Britain,
4352,St_Michael's_Mount,Geography,Geography_of_Great_Britain,
4353,St_Paul's_Cathedral,Design_and_Technology,Architecture,
4354,Stag_beetle,Science,Biology,Insects_Reptiles_and_Fish
4355,Stage_(theatre),Language_and_literature,Theatre,
4356,Stained_glass,Art,Art,
4357,Stanisław_Koniecpolski,People,Historical_figures,
4358,Stanisław_Lem,People,Writers_and_critics,
4359,"Stanley,_Falkland_Islands",Geography,Central_and_South_American_Geography,
4360,Stanley_Baldwin,People,Political_People,
4361,Star,Science,Physics,Space_Astronomy
4362,StarCraft,Everyday_life,Computer_and_Video_games,
4363,Star_Fox__Assault,Everyday_life,Computer_and_Video_games,
4364,Star_Trek,Everyday_life,Films,
4365,Star_Trek__Deep_Space_Nine,Everyday_life,Television,
4366,Star_Trek__The_Original_Series,Everyday_life,Television,
4367,Star_Wars,Everyday_life,Films,
4368,Star_Wars_Episode_IV__A_New_Hope,Everyday_life,Films,
4369,Star_anise,Everyday_life,Food_and_agriculture,
4370,Star_anise,Science,Biology,Plants
4371,Stargate_SG-1,Everyday_life,Television,
4372,Starling,Science,Biology,Birds
4373,Starship_Troopers,Language_and_literature,Novels,
4374,Statistics,Mathematics,,
4375,Statue_of_Zeus_at_Olympia,History,Ancient_History_Classical_History_and_Mythology,
4376,Steam_engine,Design_and_Technology,Engineering,
4377,Steel,Science,Chemistry,Materials_science
4378,Stefan_Edberg,People,Sports_and_games_people,
4379,Stegosaurus,Science,Biology,Dinosaurs
4380,Stem_cell,Science,Biology,General_Biology
4381,Stem_cell,Science,Biology,Health_and_medicine
4382,Stephen_Harper,People,Political_People,
4383,Stephen_Hawking,People,Astronomers_and_physicists,
4384,Stephen_Jay_Gould,Science,Biology,Evolution_and_reproduction
4385,Stephen_Jay_Gould,People,Writers_and_critics,
4386,Stephen_Trigg,People,Geographers_and_explorers,
4387,Stephen_of_England,History,British_History,British_History_1500_and_before_including_Roman_Britain
4388,Steve_Davis,People,Sports_and_games_people,
4389,Stickleback,Science,Biology,Insects_Reptiles_and_Fish
4390,Still_Game,Everyday_life,Television,
4391,Stingray,Science,Biology,Insects_Reptiles_and_Fish
4392,Stock,Business_Studies,Business,
4393,Stock,Business_Studies,Economics,
4394,Stock_car_(rail),Design_and_Technology,Railway_transport,
4395,Stockholm,Geography,European_Geography,
4396,Stoicism,Religion,Philosophy,
4397,Stone_Age,History,Ancient_History_Classical_History_and_Mythology,
4398,Stonehenge,Geography,Geography_of_Great_Britain,
4399,Storm_of_October_1804,Geography,Natural_Disasters,
4400,Stornoway,Geography,Geography_of_Great_Britain,
4401,Stourbridge_Lion,Design_and_Technology,Railway_transport,
4402,Strait_of_Malacca,Geography,General_Geography,
4403,Stratford-upon-Avon,Geography,Geography_of_Great_Britain,
4404,String_theory,Science,Physics,General_Physics
4405,Stroke,Science,Biology,Health_and_medicine
4406,Strontium,Science,Chemistry,Chemical_elements
4407,Struthiomimus,Science,Biology,Dinosaurs
4408,Stuttering,Language_and_literature,Linguistics,
4409,Stuttgart,Geography,Geography_of_Great_Britain,
4410,Styracosaurus,Science,Biology,Dinosaurs
4411,Sub-Saharan_Africa,Geography,African_Geography,
4412,Suburbs_of_Johannesburg,Geography,African_Geography,
4413,Sucre,Geography,Central_and_South_American_Geography,
4414,Sudan,Geography,African_Geography,African_Countries
4415,Sudan,Countries,,
4416,Sudanic_languages,Language_and_literature,Languages,
4417,Sudoku,Everyday_life,Recreation,
4418,Suez_Canal,Geography,African_Geography,
4419,Suez_Canal,Design_and_Technology,Air_and_Sea_transport,
4420,Suffrage,Citizenship,Animal_and_Human_Rights,
4421,Suffrage,Citizenship,Politics_and_government,
4422,Sugar,Everyday_life,Food_and_agriculture,
4423,Sugar_beet,Everyday_life,Food_and_agriculture,
4424,Sugar_beet,Science,Biology,Plants
4425,Sugarcane,Everyday_life,Food_and_agriculture,
4426,Sugarcane,Science,Biology,Plants
4427,Suikinkutsu,Music,Musical_Instruments,
4428,Suleiman_the_Magnificent,People,Historical_figures,
4429,Sulfur,Science,Chemistry,Chemical_elements
4430,Sulfuric_acid,Science,Chemistry,Chemical_compounds
4431,Sultan,Citizenship,Politics_and_government,
4432,Sumac,Science,Biology,Plants
4433,Sumatra,Geography,Geography_of_Asia,
4434,Sumer,History,Ancient_History_Classical_History_and_Mythology,
4435,Summer,Geography,Climate_and_the_Weather,
4436,Summer,Everyday_life,Everyday_life,
4437,"Summer_Hill,_New_South_Wales",Geography,Geography_of_Oceania_Australasia,
4438,Sumo,Everyday_life,Sports,
4439,Sun,Science,Physics,Space_Astronomy
4440,Sun_Tzu,History,Ancient_History_Classical_History_and_Mythology,
4441,Sun_Yat-sen,People,Political_People,
4442,Sundew,Science,Biology,Plants
4443,Sunflower,Science,Biology,Plants
4444,Sunlight,Geography,Climate_and_the_Weather,
4445,Sunol_Water_Temple,Design_and_Technology,Architecture,
4446,Sunset_Boulevard_(1950_film),Everyday_life,Films,
4447,Super_14,Everyday_life,Sports_events,
4448,Super_Bowl_XL,Everyday_life,Sports_events,
4449,Super_Chief,Design_and_Technology,Railway_transport,
4450,Super_Mario_64,Everyday_life,Computer_and_Video_games,
4451,Super_Mario_Bros.,Everyday_life,Computer_and_Video_games,
4452,Superconductivity,Science,Physics,Electricity_and_Electronics
4453,Superman,Everyday_life,Cartoons,
4454,Supermarine_Spitfire,Design_and_Technology,Air_and_Sea_transport,
4455,Supermarine_Spitfire,History,British_History,British_History_Post_1900
4456,Supply_and_demand,Business_Studies,Economics,
4457,Supply_chain_management,Business_Studies,Business,
4458,Supreme_Court_of_the_United_States,Citizenship,Law,
4459,Suriname,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
4460,Suriname,Countries,,
4461,Surtsey,Geography,European_Geography,
4462,Sustainable_forestry,Citizenship,Environment,
4463,Sutton_Hoo,History,Archaeology,
4464,Sutton_Hoo,History,British_History,British_History_1500_and_before_including_Roman_Britain
4465,Svalbard,Geography,European_Geography,
4466,Svartálfar,History,Ancient_History_Classical_History_and_Mythology,
4467,Swallow,Science,Biology,Birds
4468,Swan,Science,Biology,Birds
4469,Swastika,Religion,Religious_disputes,
4470,Swaziland,Geography,African_Geography,African_Countries
4471,Swaziland,Countries,,
4472,Sweden,Countries,,
4473,Sweden,Geography,European_Geography,European_Countries
4474,Swedish_allotment_system,History,Military_History_and_War,
4475,Swift,Science,Biology,Birds
4476,Swiss_Federal_Council,Citizenship,Politics_and_government,
4477,Swissair_Flight_111,History,Recent_History,
4478,Switzerland,Countries,,
4479,Switzerland,Geography,European_Geography,European_Countries
4480,Sydney,Geography,Geography_of_Oceania_Australasia,
4481,Sydney_Newman,People,Producers_directors_and_media_figures,
4482,Sydney_Riot_of_1879,History,General_history,
4483,Sylvanus_Morley,History,Archaeology,
4484,Symmetry,Mathematics,,
4485,Synthesizer,Music,Musical_Instruments,
4486,Syria,Countries,,
4487,Syria,Geography,Geography_of_the_Middle_East,Middle_Eastern_Countries
4488,T-34,History,Military_History_and_War,
4489,T._D._Judah,Design_and_Technology,Railway_transport,
4490,T._S._Eliot,Language_and_literature,Theatre,
4491,T._S._Eliot,People,Writers_and_critics,
4492,TGV,Design_and_Technology,Railway_transport,
4493,Tacitean_studies,History,Historians_chroniclers_and_history_books,
4494,Tagoi_language,Language_and_literature,Languages,
